,raceId,driverId,lap,position,time,milliseconds
17152,1005,20,3,4,1:35.415,95415
17746,1005,20,4,4,2:13.087,133087
17775,1005,20,5,4,2:21.661,141661
17794,1005,20,6,4,2:27.986,147986
17792,1005,20,7,4,2:27.375,147375
17710,1005,20,8,19,1:50.674,110674
17237,1005,20,9,19,1:36.393,96393
17541,1005,20,10,18,1:37.984,97984
17634,1005,20,11,18,1:39.305,99305
17331,1005,20,12,16,1:37.044,97044
17449,1005,20,13,15,1:37.531,97531
17225,1005,20,14,15,1:36.294,96294
17343,1005,20,15,14,1:37.087,97087
17381,1005,20,16,13,1:37.268,97268
17265,1005,20,17,13,1:36.700,96700
17297,1005,20,18,13,1:36.859,96859
17224,1005,20,19,12,1:36.250,96250
17267,1005,20,20,12,1:36.705,96705
17134,1005,20,21,11,1:35.284,95284
17220,1005,20,22,11,1:36.190,96190
17253,1005,20,23,11,1:36.515,96515
17334,1005,20,24,11,1:37.049,97049
17326,1005,20,25,10,1:37.025,97025
17661,1005,20,26,10,1:40.213,100213
17713,1005,20,27,16,1:51.858,111858
17244,1005,20,28,15,1:36.431,96431
17141,1005,20,29,12,1:35.314,95314
17210,1005,20,30,10,1:36.106,96106
16872,1005,20,31,9,1:33.649,93649
16974,1005,20,32,8,1:34.513,94513
16852,1005,20,33,7,1:33.243,93243
16958,1005,20,34,6,1:34.424,94424
16884,1005,20,35,6,1:33.789,93789
16955,1005,20,36,6,1:34.409,94409
17005,1005,20,37,6,1:34.648,94648
17096,1005,20,38,6,1:35.136,95136
17053,1005,20,39,6,1:34.901,94901
17327,1005,20,40,6,1:37.034,97034
17714,1005,20,41,6,1:52.151,112151
16970,1005,20,42,6,1:34.495,94495
17047,1005,20,43,6,1:34.868,94868
17078,1005,20,44,6,1:35.046,95046
17006,1005,20,45,6,1:34.654,94654
17004,1005,20,46,6,1:34.647,94647
16993,1005,20,47,6,1:34.591,94591
16956,1005,20,48,6,1:34.415,94415
16919,1005,20,49,6,1:34.259,94259
16965,1005,20,50,6,1:34.458,94458
16925,1005,20,51,6,1:34.284,94284
16842,1005,20,52,6,1:32.670,92670
16841,1005,20,53,6,1:32.318,92318
17651,1005,154,1,6,1:39.816,99816
17557,1005,154,2,6,1:38.144,98144
17269,1005,154,3,6,1:36.710,96710
17737,1005,154,4,6,2:09.999,129999
17784,1005,154,5,6,2:22.737,142737
17802,1005,154,6,6,2:28.693,148693
17789,1005,154,7,6,2:25.160,145160
17482,1005,154,8,5,1:37.643,97643
17271,1005,154,9,5,1:36.735,96735
17284,1005,154,10,5,1:36.797,96797
17305,1005,154,11,5,1:36.926,96926
17372,1005,154,12,5,1:37.236,97236
17517,1005,154,13,6,1:37.802,97802
17477,1005,154,14,6,1:37.614,97614
17329,1005,154,15,6,1:37.038,97038
17384,1005,154,16,6,1:37.275,97275
17320,1005,154,17,6,1:36.986,96986
17270,1005,154,18,5,1:36.726,96726
17304,1005,154,19,5,1:36.916,96916
17259,1005,154,20,5,1:36.634,96634
17277,1005,154,21,5,1:36.766,96766
17548,1005,154,22,5,1:38.094,98094
17570,1005,154,23,6,1:38.277,98277
17365,1005,154,24,6,1:37.208,97208
17283,1005,154,25,6,1:36.791,96791
17264,1005,154,26,6,1:36.699,96699
17281,1005,154,27,6,1:36.784,96784
17230,1005,154,28,6,1:36.333,96333
17590,1005,154,29,6,1:38.579,98579
17725,1005,154,30,7,1:54.879,114879
17040,1005,154,31,7,1:34.847,94847
17068,1005,154,32,7,1:34.991,94991
17099,1005,154,33,6,1:35.142,95142
17322,1005,154,34,7,1:36.998,96998
17137,1005,154,35,7,1:35.301,95301
17069,1005,154,36,7,1:34.995,94995
17119,1005,154,37,7,1:35.214,95214
17183,1005,154,38,7,1:35.704,95704
17138,1005,154,39,7,1:35.305,95305
17679,1005,154,40,7,1:41.577,101577
17707,1005,154,41,8,1:50.366,110366
17185,1005,154,42,8,1:35.710,95710
17045,1005,154,43,8,1:34.859,94859
17038,1005,154,44,8,1:34.826,94826
17032,1005,154,45,8,1:34.791,94791
17092,1005,154,46,8,1:35.115,95115
17031,1005,154,47,8,1:34.786,94786
17103,1005,154,48,8,1:35.153,95153
17041,1005,154,49,8,1:34.851,94851
17043,1005,154,50,8,1:34.855,94855
17034,1005,154,51,8,1:34.808,94808
17046,1005,154,52,8,1:34.867,94867
17113,1005,154,53,8,1:35.202,95202
17695,1005,807,1,16,1:46.289,106289
17626,1005,807,2,15,1:39.146,99146
17585,1005,807,3,15,1:38.522,98522
17752,1005,807,4,15,2:14.798,134798
17765,1005,807,5,14,2:18.797,138797
17804,1005,807,6,14,2:29.052,149052
17762,1005,807,7,14,2:18.133,138133
17619,1005,807,8,13,1:39.025,99025
17650,1005,807,9,13,1:39.810,99810
17586,1005,807,10,13,1:38.532,98532
17559,1005,807,11,13,1:38.167,98167
17526,1005,807,12,13,1:37.899,97899
17542,1005,807,13,13,1:37.993,97993
17479,1005,807,14,13,1:37.623,97623
17514,1005,807,15,13,1:37.788,97788
17600,1005,807,16,14,1:38.655,98655
17571,1005,807,17,14,1:38.284,98284
17481,1005,807,18,14,1:37.640,97640
17389,1005,807,19,14,1:37.307,97307
17432,1005,807,20,14,1:37.476,97476
17400,1005,807,21,14,1:37.360,97360
17503,1005,807,22,14,1:37.713,97713
17397,1005,807,23,14,1:37.341,97341
17521,1005,807,24,14,1:37.832,97832
17454,1005,807,25,13,1:37.554,97554
17543,1005,807,26,12,1:38.007,98007
17494,1005,807,27,10,1:37.691,97691
17637,1005,807,28,12,1:39.371,99371
17627,1005,807,29,13,1:39.177,99177
17669,1005,807,30,14,1:40.531,100531
17731,1005,807,31,19,1:56.526,116526
17059,1005,807,32,19,1:34.934,94934
17110,1005,807,33,19,1:35.193,95193
17142,1005,807,34,19,1:35.337,95337
17524,1005,807,35,19,1:37.875,97875
17196,1005,807,36,18,1:35.869,95869
17696,1005,807,37,19,1:46.337,106337
17678,1005,815,1,8,1:41.385,101385
17564,1005,815,2,8,1:38.207,98207
17492,1005,815,3,8,1:37.686,97686
17738,1005,815,4,8,2:10.931,130931
17785,1005,815,5,8,2:22.835,142835
17795,1005,815,6,8,2:28.037,148037
17786,1005,815,7,8,2:23.028,143028
17566,1005,815,8,7,1:38.241,98241
17361,1005,815,9,7,1:37.188,97188
17296,1005,815,10,7,1:36.853,96853
17530,1005,815,11,8,1:37.923,97923
17428,1005,815,12,8,1:37.462,97462
17491,1005,815,13,8,1:37.684,97684
17463,1005,815,14,8,1:37.570,97570
17353,1005,815,15,8,1:37.148,97148
17385,1005,815,16,8,1:37.292,97292
17292,1005,815,17,8,1:36.839,96839
17286,1005,815,18,7,1:36.804,96804
17250,1005,815,19,7,1:36.480,96480
17339,1005,815,20,7,1:37.064,97064
17594,1005,815,21,8,1:38.615,98615
17475,1005,815,22,8,1:37.609,97609
17380,1005,815,23,8,1:37.264,97264
17649,1005,815,24,9,1:39.783,99783
17720,1005,815,25,17,1:54.029,114029
17412,1005,815,26,17,1:37.427,97427
17164,1005,815,27,13,1:35.543,95543
17221,1005,815,28,11,1:36.191,96191
17247,1005,815,29,10,1:36.450,96450
17211,1005,815,30,8,1:36.118,96118
17144,1005,815,31,8,1:35.368,95368
17239,1005,815,32,9,1:36.397,96397
17097,1005,815,33,8,1:35.137,95137
17105,1005,815,34,8,1:35.164,95164
17107,1005,815,35,8,1:35.177,95177
17123,1005,815,36,8,1:35.223,95223
17127,1005,815,37,8,1:35.248,95248
17153,1005,815,38,8,1:35.415,95415
17136,1005,815,39,8,1:35.297,95297
17682,1005,815,40,8,1:42.114,102114
17702,1005,815,41,7,1:47.823,107823
16922,1005,815,42,7,1:34.267,94267
16905,1005,815,43,7,1:34.073,94073
16935,1005,815,44,7,1:34.323,94323
16936,1005,815,45,7,1:34.326,94326
16949,1005,815,46,7,1:34.365,94365
16963,1005,815,47,7,1:34.453,94453
16995,1005,815,48,7,1:34.591,94591
16986,1005,815,49,7,1:34.554,94554
16930,1005,815,50,7,1:34.310,94310
16913,1005,815,51,7,1:34.221,94221
16942,1005,815,52,7,1:34.346,94346
16989,1005,815,53,7,1:34.563,94563
17691,1005,817,1,14,1:44.160,104160
17447,1005,817,2,11,1:37.527,97527
17440,1005,817,3,10,1:37.516,97516
17742,1005,817,4,10,2:11.695,131695
17776,1005,817,5,10,2:21.810,141810
17805,1005,817,6,10,2:29.106,149106
17773,1005,817,7,10,2:21.070,141070
17584,1005,817,8,9,1:38.473,98473
17274,1005,817,9,8,1:36.753,96753
17288,1005,817,10,8,1:36.810,96810
17301,1005,817,11,7,1:36.883,96883
17234,1005,817,12,7,1:36.362,96362
17175,1005,817,13,5,1:35.632,95632
17024,1005,817,14,5,1:34.754,94754
17122,1005,817,15,5,1:35.220,95220
17104,1005,817,16,5,1:35.160,95160
17115,1005,817,17,5,1:35.208,95208
17051,1005,817,18,4,1:34.891,94891
16962,1005,817,19,4,1:34.448,94448
16972,1005,817,20,4,1:34.506,94506
16977,1005,817,21,4,1:34.517,94517
16971,1005,817,22,3,1:34.498,94498
17289,1005,817,23,3,1:36.816,96816
17716,1005,817,24,4,1:52.534,112534
16867,1005,817,25,4,1:33.618,93618
16868,1005,817,26,4,1:33.619,93619
16915,1005,817,27,4,1:34.229,94229
17007,1005,817,28,4,1:34.658,94658
17029,1005,817,29,4,1:34.775,94775
16984,1005,817,30,4,1:34.546,94546
